Reference_Number,watch_URL,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,Case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,Case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description
2780-ST-52001,https://www.raymond-weil.com/en/product/freelancer-2780-st-52001/,Gents,Raymond Weil,,Freelancer,"Freelancer Calibre RW1212 Men's Automatic Green Steel Watch, 42mm","Freelancer Calibre RW1212 Men's Automatic Green Steel Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2020/07/Sans-titre.png,Switzerland,Round,Polished and satinated stainless steel,,"screwed-down, with sapphire crystal",42mm, , ,10.6mm,,,sapphire with antiglare treatment on both sides,"100 m, 330 ft, 10 atm",,Galvanic green and large opening at 6 o’clock,Galvanic green and large opening at 6 o’clock,Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,"Mechanical with automatic winding, with visible balance wheel","Mechanical with automatic winding, with visible balance wheel",38 hours,,,,"This new timepiece completes the freelancer Calibre RW1212 range for RAYMOND WEIL, the flagship collection for him from the luxury Swiss watchmaking Maison.
The green freelancer is completed with a RAYMOND WEIL’s stainless steel folding clasp with the double push-security system.
A mesmerising view, the insight into the slender two-spoke balance bridge and escape wheel is housed in sapphire crystal with antiglare treatment on both sides of the case
The freelancer “Calibre RW1212” comes in several versions, featuring a blue, silver-toned or black dial teamed with a steel case and bracelet, or with a textile or leather strap, as well as in two-tone variations featuring matching bracelets or leather straps. The freelancer “Calibre RW1212” is a two-hand model providing an understated display of the hours and minutes.",
2780-STC-52001,https://www.raymond-weil.com/en/product/freelancer-2780-stc-52001/,gents,Raymond Weil,,freelancer,"Freelancer Calibre RW1212 Men's Automatic Green Watch, 42mm","Freelancer Calibre RW1212 Men's Automatic Green Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2020/02/RW_freelancer_2780-stc-52001-2.png,Switzerland,round,polished and satinated stainless steel,,"screwed-down, with sapphire crystal",42mm, , ,10.6mm,,,sapphire with antiglare treatment on both sides,"100 m, 330 ft, 10 atm",,galvanic green and large opening at 6 o’clock,galvanic green and large opening at 6 o’clock,green textile strap,green textile strap,RW stainless steel folding clasp with double push-security system,"mechanical with automatic winding, with visible balance wheel","mechanical with automatic winding, with visible balance wheel",38 hours,,,,"This new timepiece completes the freelancer Calibre RW1212 range for RAYMOND WEIL, the flagship collection for him from the luxury Swiss watchmaking Maison.
The green freelancer is complimented by matching deep green strap and completed with a RAYMOND WEIL’s stainless steel folding clasp with double push-security system.
A mesmerising view, the insight into the slender two-spoke balance bridge and escape wheel is housed in sapphire crystal with antiglare treatment on both sides of the case
The freelancer “Calibre RW1212” comes in several versions, featuring a blue, silver-toned or black dial teamed with a steel case and bracelet, or with a leather strap, as well as in two-tone variations featuring matching bracelets or leather straps. The freelancer “Calibre RW1212” is a two-hand model providing an understated display of the hours and minutes.",
2780-SP5-20001,https://www.raymond-weil.com/en/product/freelancer-2780-sp5-20001/,gents,Raymond Weil,,Freelancer,"Freelancer Calibre RW1212 Men's Rose Gold Watch, 42mm","Freelancer Calibre RW1212 Men's Rose Gold Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/05/product-2780-SP5-20001.png,Switzerland,round,stainless steel with rose gold PVD plating,,"screwed-down, with sapphire crystal",42, , ,10.6,,,sapphire with antiglare treatment on both sides,"100 m, 330 ft, 10 atm",,"black, with indexes","black, with indexes",stainless steel with rose gold PVD plating,stainless steel with rose gold PVD plating,stainless steel folding clasp with double push-security system,"mechanical with automatic winding, with visible balance wheel","mechanical with automatic winding, with visible balance wheel",38 hours,,,,"Aligning with the finest Swiss watchmaking traditions, RAYMOND WEIL is innovating by creating a new movement in collaboration with Sellita.
RAYMOND WEIL introduces a model with a boldly distinctive design, notably featuring an openworked dial revealing the regulating organ at 6 o’clock. The balance-and-spring assembly, held by a single bridge, reveals a construction echoing that of the most beautiful tourbillon regulators. The freelancer “Calibre RW1212” is a two-hand model providing an understated display of the hours and minutes. Its oscillating weight is adorned with a “Côtes de Genève” motif and engraved with the RAYMOND WEIL logo. The movement is built in such a way as to showcase its beautiful mechanism on the dial side. The strategic organs positioned above the mainplate and the symmetry of the bridge accentuates the architectural nature of this elegant and beautifully balanced model.
The freelancer “Calibre RW1212” comes in several versions, featuring a silver-toned or black dial teamed with a steel case and bracelet, or with a leather strap, as well as in two-tone variations featuring matching bracelets or leather straps.",
2780-SC5-20001,https://www.raymond-weil.com/en/product/freelancer-2780-sc5-20001/,gents,Raymond Weil,,Freelancer,"Freelancer Calibre RW1212 Men's Automatic Rose Gold Brown Leather Watch, 42mm","Freelancer Calibre RW1212 Men's Automatic Rose Gold Brown Leather Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/05/product-2780-SC5-20001.png,Switzerland,round,stainless steel with rose gold PVD plating,,"screwed-down, with sapphire crystal",42, , ,10.6,,,sapphire with antiglare treatment on both sides,"100 m, 330 ft, 10 atm",,"black, with indexes","black, with indexes",genuine calf leather strap,genuine calf leather strap,stainless steel folding clasp with double push-security system,"mechanical with automatic winding, with visible balance wheel","mechanical with automatic winding, with visible balance wheel",38 hours,,,,"Aligning with the finest Swiss watchmaking traditions, RAYMOND WEIL is innovating by creating a new movement in collaboration with Sellita.
RAYMOND WEIL introduces a model with a boldly distinctive design, notably featuring an openworked dial revealing the regulating organ at 6 o’clock. The balance-and-spring assembly, held by a single bridge, reveals a construction echoing that of the most beautiful tourbillon regulators. The freelancer “Calibre RW1212” is a two-hand model providing an understated display of the hours and minutes. Its oscillating weight is adorned with a “Côtes de Genève” motif and engraved with the RAYMOND WEIL logo. The movement is built in such a way as to showcase its beautiful mechanism on the dial side. The strategic organs positioned above the mainplate and the symmetry of the bridge accentuates the architectural nature of this elegant and beautifully balanced model. The freelancer “Calibre RW1212” comes in several versions, featuring a silver-toned or black dial teamed with a steel case and bracelet, or with a leather strap, as well as in two-tone variations featuring matching bracelets or leather straps.",
2780-STC-20001,https://www.raymond-weil.com/en/product/freelancer-2780-stc-20001/,gents,Raymond Weil,,Freelancer,"Calibre RW1212 Men's Automatic steel on leather strap, black dial, 42mm","Calibre RW1212 Men's Automatic steel on leather strap, black dial, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/05/product-2780-STC-20001.png,Switzerland,round,stainless steel,,"screwed-down, with sapphire crystal",42, , ,10.6,,,sapphire with antiglare treatment on both sides,"100 m, 330 ft, 10 atm",,"black, with indexes","black, with indexes",genuine calf leather,genuine calf leather,stainless steel folding clasp with double push-security system,"mechanical with automatic winding, with visible balance wheel","mechanical with automatic winding, with visible balance wheel",38 hours,,,,"Aligning with the finest Swiss watchmaking traditions, RAYMOND WEIL is innovating by creating a new movement in collaboration with Sellita. RAYMOND WEIL introduces a model with a boldly distinctive design, notably featuring an openworked dial revealing the regulating organ at 6 o’clock. The balance-and-spring assembly, held by a single bridge, reveals a construction echoing that of the most beautiful tourbillon regulators. The freelancer “Calibre RW1212” is a two-hand model providing an understated display of the hours and minutes. Its oscillating weight is adorned with a “Côtes de Genève” motif and engraved with the RAYMOND WEIL logo. The movement is built in such a way as to showcase its beautiful mechanism on the dial side. The strategic organs positioned above the mainplate and the symmetry of the bridges accentuate the architectural nature of this elegant and beautifully balanced model. The freelancer “Calibre RW1212” comes in several versions, featuring a silver-toned or black dial teamed with a steel case and bracelet, or with a leather strap, as well as in two-tone variations featuring matching bracelets or leather straps.",
7732-TIC-50421,https://www.raymond-weil.com/en/product/freelancer-7732-tic-50421/,Gents,Raymond Weil,,Freelancer,"Freelancer Men's Automatic Chronograph Brown Leather Watch, 42mm","Freelancer Men's Automatic Chronograph Brown Leather Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2020/10/Sans-titre-5.png,Switzerland,Round,Round – Polished and satin finished stainless steel with titanium-coloured PVD coating,,"Screwed-down, with sapphire crystal",42mm, , ,13.85mm,,,Sapphire crystal with dual-sided antiglare treatment,10 ATM,,"Blue galvanic encircled by grooves, satin-brushed, white counters, silver nickel plated applique indexes enhanced with white Super-Luminova®","Blue galvanic encircled by grooves, satin-brushed, white counters, silver nickel plated applique indexes enhanced with white Super-Luminova®",Brown genuine calf leather strap,Brown genuine calf leather strap,stainless steel RW folding clasp with double push-security system,Mechanical chronograph with automatic winding - RW5200,Mechanical chronograph with automatic winding - RW5200,48 hours,,,,"Housed in a round 42mm titanium-coloured stainless steel case, this new vintage-inspired freelancer chronograph offers a day date window at 3 o’clock, and a circular tachymeter scale. The deep blue satin-brushed dial contrasts the three beige chronograph counters and is completed by prominent nickel plated indexes matched perfectly by the slender hands. The Super-LumiNova® coated hands and indexes allow for full readability in the dark. The dial is protected by a sapphire crystal with anti-reflective coating providing maximum durability and visibility. This men’s automatic self-winding freelancer boasts the Calibre RW5200 chronograph movement. It has a 48-hour power reserve and beats at a frequency of 28,800 vibrations per hour.
The freelancer 7732-TIC-50421 comes equipped with a genuine brown calf leather strap adding a natural charm to this timepiece. The strap is secured by a stainless-steel folding clasp with a double push-button safety system.
Launched in 2007, the freelancer collection was created in honor of the free-spirited man who wishes to remain in control of his own destiny, and features an eclectic mix of urbane mechanical watches. The freelancer mixes classic and modest to create a harmonious and unique design. Constantly reinterpreting itself and free from all constraints, the freelancer conserves those elements which constitute its strengths.",
7732-STC-65201,https://www.raymond-weil.com/en/product/freelancer-7732-stc-65201/,Gents,Raymond Weil,,Freelancer,"Freelancer Men's Automatic Chronograph Brown Leather Watch, 42mm","Freelancer Men's Automatic Chronograph Brown Leather Watch, 42mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2020/12/Sans-titre-15.png,Switzerland,Round,Stainless steel,,"Screwed-down, with sapphire crystal",42mm, , ,13.85mm,,,Sapphire crystal with dual-sided antiglare treatment,10 ATM,,"Silver, black counters, indexes enhanced with white Super-Luminova®","Silver, black counters, indexes enhanced with white Super-Luminova®",Chocolate brown genuine calf leather strap,Chocolate brown genuine calf leather strap,stainless steel RW folding clasp with double push-security system,Mechanical chronograph with automatic winding - RW5200,Mechanical chronograph with automatic winding - RW5200,48 hours,,,,"Housed in a round 42mm stainless steel case, this new vintage-inspired freelancer chronograph offers a day date window at 3 o’clock, and a circular tachymeter scale. The silver satin-brushed dial contrasts the three black chronograph counters and is completed by prominent nickel plated indexes matched perfectly by the slender hands. The Super-LumiNova® coated hands and indexes allow for full readability in the dark. The dial is protected by a sapphire crystal with anti-reflective coating providing maximum durability and visibility. This men’s automatic self-winding freelancer boasts the Calibre RW5200 chronograph movement. It has a 48-hour power reserve and beats at a frequency of 28,800 vibrations per hour.
The freelancer 7732-STC-65201 comes equipped with a genuine chocolate brown calf leather strap adding a natural charm to this timepiece. The strap is secured by a stainless-steel folding clasp with a double push-button safety system.
Launched in 2007, the freelancer collection was created in honor of the free-spirited man who wishes to remain in control of his own destiny, and features an eclectic mix of urbane mechanical watches. The freelancer mixes classic and modest to create a harmonious and unique design.",
8160-ST-30041,https://www.raymond-weil.com/en/product/tango-8160-st-30041/,Gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz White Dial Bracelet Watch, 41mm","Tango Classic Men's Quartz White Dial Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_tango_8160-st-30041_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel,,Snapped,41 mm, , ,10.05 mm,,,sapphire with anti-reflective coating,"300 m, 1000 ft, 30 atm",,"White, indexes enhanced with Super-LumiNova®","White, indexes enhanced with Super-LumiNova®",Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"The tango Classic men’s watch features a stainless steel 41mm diameter round case, a sophisticated white dial punctuated by indexes enhanced with Super-LumiNova® and a date window at 3 o’clock.
This timepiece is equipped with a quartz movement, water-resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women.
Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with frosted dial and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.","Stainless Steel Bracelet, White Dial, Indexes, Date, Stainless Steel Case"
8160-ST-50041,https://www.raymond-weil.com/en/product/tango-8160-st-50041/,Gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Blue Dial Bracelet Watch, 41mm","Tango Classic Men's Quartz Blue Dial Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_tango_8160-st-50041_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel,,Snapped,41 mm, , ,10.05 mm,,,Sapphire with anti-reflective coating,"300 m, 1000 ft, 30 atm",,"Blue, indexes enhanced with Super-LumiNova®","Blue, indexes enhanced with Super-LumiNova®",Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"The tango Classic men’s watch features a stainless steel 41mm diameter round case, a sophisticated blue dial punctuated by indexes enhanced with Super-LumiNova® and a date window at 3 o’clock.
This timepiece is equipped with a quartz movement, water-resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women.
Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with frosted dial and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.","Stainless Steel Bracelet, Blue Dial, Indexes, Date, Stainless Steel Case"
8160-ST-52041,https://www.raymond-weil.com/en/product/tango-8160-st-52041/,Gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Green Dial Bracelet Watch, 41mm","Tango Classic Men's Quartz Green Dial Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_tango_8160-st-52041_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel,,Snapped,41 mm, , ,10.05 mm,,,Sapphire with anti-reflective coating,"300 m, 1000 ft, 30 atm",,"Green, indexes enhanced with Super-LumiNova®","Green, indexes enhanced with Super-LumiNova®",Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"The tango Classic men’s watch features a stainless steel 41mm diameter round case, a sophisticated green dial punctuated by indexes enhanced with Super-LumiNova® and a date window at 3 o’clock.
This timepiece is equipped with a quartz movement, water-resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women.
Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with frosted dial and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.","Stainless Steel Bracelet, Green Dial, Indexes, Date, Stainless Steel Case"
8160-ST-20041,https://www.raymond-weil.com/en/product/tango-8160-st-20041/,Gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Black Dial Bracelet Watch, 41mm","Tango Classic Men's Quartz Black Dial Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_tango_8160-st-20041_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel,,Snapped,41 mm, , ,10.05 mm,,,Sapphire with anti-reflective coating,"300 m, 1000 ft, 30 atm",,"Black, indexes enhanced with Super-LumiNova®","Black, indexes enhanced with Super-LumiNova®",Stainless steel,Stainless steel,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"The tango Classic men’s watch features a stainless steel 41mm diameter round case, a sophisticated black dial punctuated by indexes enhanced with Super-LumiNova® and a date window at 3 o’clock.
This timepiece is equipped with a quartz movement, water-resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women.
Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with frosted dial and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.","Stainless Steel Bracelet, Black Dial, Indexes, Date, Stainless Steel Case"
8160-STP-30041,https://www.raymond-weil.com/en/product/tango-8160-stp-30041/,Gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Two-Tone Bracelet Watch, 41mm","Tango Classic Men's Quartz Two-Tone Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_tango_8160-stp-30041_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel with yellow gold PVD plating,,Snapped,41 mm, , ,10.05 mm,,,Sapphire with anti-reflective coating,"300 m, 1000 ft, 30 atm",,"White, indexes enhanced with Super-LumiNova®","White, indexes enhanced with Super-LumiNova®",Stainless steel with yellow gold PVD plating,Stainless steel with yellow gold PVD plating,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"The tango Classic men’s two-tone gold quartz steel bracelet watch features a stainless steel 41mm diameter round case, yellow gold PVD plated materials, a sophisticated white dial punctuated by indexes enhanced with Super-LumiNova®, and a date window at 3 o’clock.
The tango Classic men’s gold steel bracelet watch is equipped with a quartz movement, water-resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women.
Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with frosted dial and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.","Stainless Steel Bracelet, Yellow Gold PVD, White Dial, Indexes, Date"
8160-STP-50041,https://www.raymond-weil.com/en/product/tango-8160-stp-50041/,Gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Two-Tone Bracelet Watch, 41mm","Tango Classic Men's Quartz Two-Tone Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2024/02/RW_tango_8160-stp-50041_rvb_700x860px_72dpi.png,Switzerland,Round,Stainless steel with yellow gold PVD plating,,Snapped,41 mm, , ,10.05 mm,,,Sapphire with anti-reflective coating,"300 m, 1000 ft, 30 atm",,"Blue, indexes enhanced with Super-LumiNova®","Blue, indexes enhanced with Super-LumiNova®",Stainless steel with yellow gold PVD plating,Stainless steel with yellow gold PVD plating,Stainless steel folding clasp with double push-security system,Quartz,Quartz,,,,,"The tango Classic men’s two-tone gold quartz steel bracelet watch features a stainless steel 41mm diameter round case, gold PVD plated materials, a sophisticated blue dial punctuated by indexes enhanced with Super-LumiNova®, and a date window at 3 o’clock.
The tango Classic men’s gold steel bracelet watch is equipped with a quartz movement, water-resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women.
Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with frosted dial and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.","Stainless Steel Bracelet, Yellow Gold PVD, Blue Dial, Indexes, Date"
8160-STP-00308,https://www.raymond-weil.com/en/product/tango-8160-stp-00308/,gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Two-tone Gold Steel Bracelet Watch, 41mm","Tango Classic Men's Quartz Two-tone Gold Steel Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/04/product-8160-STP-00308.png,Switzerland,round,stainless steel with yellow gold PVD plating,,vissé(e),41mm, , ,10.05,,,sapphire,"300 m, 1000 ft, 30 atm",,"white, with Roman numerals","white, with Roman numerals",stainless steel with yellow gold PVD plating,stainless steel with yellow gold PVD plating,stainless steel folding clasp with double push-security system,quartz,quartz,,,,,"The tango Classic men’s two-tone gold quartz steel bracelet watch features a stainless steel 41mm diameter round case, gold PVD plated materials, a sophisticated white dial punctuated by gold-plated Roman numeral markers, and a date window at 3 o’clock.
The tango Classic men’s gold steel bracelet watch is equipped with a quartz movement, water resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women. Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with mother of pearl and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.",
8160-STP-00508,https://www.raymond-weil.com/en/product/tango-8160-stp-00508-2/,gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Two-tone Gold Steel Bracelet Watch, 41mm","Tango Classic Men's Quartz Two-tone Gold Steel Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/04/product-8160-STP-00508.png,Switzerland,round,stainless steel with yellow gold PVD plating,,vissé(e),41mm, , ,10.05mm,,,sapphire,"300 m, 1000 ft, 30 atm",,"blue, with Roman numerals","blue, with Roman numerals",stainless steel with yellow gold PVD plating,stainless steel with yellow gold PVD plating,stainless steel folding clasp with double push-security system,quartz,quartz,,,,,"The tango Classic men’s two-tone gold quartz steel bracelet watch features a stainless steel 41mm diameter round case, gold PVD plated materials, a sophisticated blue dial punctuated by gold-plated Roman numeral markers, and a date window at 3 o’clock.
The tango Classic men’s gold steel bracelet watch is equipped with a quartz movement, water-resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women. Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with mother of pearl and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.",
8160-ST-00508,https://www.raymond-weil.com/en/product/tango-8160-st-00508/,gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Steel Blue Bracelet Watch, 41mm","Tango Classic Men's Quartz Steel Blue Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/04/product-8160-ST-00508.png,Switzerland,round,stainless steel,,screwed-down,41mm, , ,10.05,,,sapphire,"300 m, 1000 ft, 30 atm",,"blue, with Roman numerals","blue, with Roman numerals",stainless steel,stainless steel,stainless steel folding clasp with double push-security system,quartz,quartz,,,,,"Featuring a stainless steel 41mm diameter round case, this tango men’s steel blue bracelet watch features a sophisticated blue dial punctuated by silver Roman numeral markers, and a date window at 3 o’clock, making this modern classic suitable for any occasion.
This tango Classic men’s steel blue bracelet watch is equipped with a quartz movement, water resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women. Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with mother of pearl and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.",
8160-ST-00300,https://www.raymond-weil.com/en/product/tango-8160-st-00300/,gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Stainless Steel White Dial Watch, 41mm","Tango Classic Men's Quartz Stainless Steel White Dial Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/04/product-8160-ST-00300.png,Switzerland,round,stainless steel,,screwed-down,41mm, , ,10.05,,,sapphire,"300 m, 1000 ft, 30 atm",,"white, with Roman numerals","white, with Roman numerals",stainless steel,stainless steel,stainless steel folding clasp with double push-security system,quartz,quartz,,,,,"This tango Classic men’s stainless steel quartz watch features a 41mm diameter steel case with a sophisticated white dial punctuated by black Roman numeral markers and date window function at 3 o’clock.
The tango Classic is equipped with a quartz movement, water resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women. Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with mother of pearl and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.",
8160-ST-00608,https://www.raymond-weil.com/en/product/tango-8160-st-00608/,gents,Raymond Weil,,Tango,"Tango Classic Men's Quartz Grey Dial Bracelet Watch, 41mm","Tango Classic Men's Quartz Grey Dial Bracelet Watch, 41mm",,,USD,,https://www.raymond-weil.com/wp-content/uploads/2017/04/product-8160-ST-00608.png,Switzerland,round,stainless steel,,screwed-down,41mm, , ,7.4,,,sapphire,"300 m, 1000 ft, 30 atm",,"grey, with Roman numerals","grey, with Roman numerals",stainless steel,stainless steel,stainless steel folding clasp with double push-security system,quartz,quartz,,,,,"Featuring a stainless steel 41mm diameter round case, a sophisticated grey dial punctuated by silver Roman numeral markers, and a date window at 3 o’clock, this modern classic is suitable for any occasion.
The tango Classic grey dial watch is equipped with a quartz movement, water resistance up to 1000 feet with a scratch-resistant surface, and offers durability in a bracelet-style watch perfect for the active man. With its date window located at 3 o’clock, check both the date and the time in one simple glance at the wrist.
The tango collection embodies the passion that RAYMOND WEIL, the Swiss watchmaker, puts into achieving timepieces of both aesthetic sensuality of design and rhythmic perfection. With its refined and modern design, this contemporary collection appeals to both men and women. Featuring a quartz movement, the gents’ timepieces boast a sober and refined style while the ladies’ models are graced with mother of pearl and diamonds. Distinctive style with a balance of proportions, the tango watch has a distinguishing signature bezel featuring six decorative screws. Functionality marries with sensual design, making this a watch worn to suit any occasion.",
